Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,51.75,1,0.0,15.525,2022-07-28 01:21:16.373461422,2022-07
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,15.51,1,0.0,4.3428,2023-05-17 04:10:18.192734912,2023-05
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.82,3,0.0,73.41,2022-02-01 03:36:09.078354848,2022-02
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2023-08-05 13:34:53.425397776,2023-08
Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0.0,2.106,2023-11-15 07:58:59.477634344,2023-11
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0.0,4.794,2023-01-17 14:34:06.952867008,2023-01
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,22.32,3,0.0,5.58,2023-06-27 18:08:32.278595016,2023-06
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,24.1,5,0.0,11.086,2022-10-22 19:05:10.177123988,2022-10
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Accessories,75.98,2,0.0,18.2352,2023-12-29 02:28:42.725908136,2023-12
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,6.46,2,0.0,3.1654,2023-12-26 20:12:10.591413992,2023-12
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,60.12,9,0.0,28.8576,2023-02-27 21:32:09.150405280,2023-02
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922,2022-04-01 23:16:46.184329030,2022-04
Second Class,Consumer,United States,Longview,Washington,98632,West,Furniture,Furnishings,24.85,5,0.0,7.7035,2022-11-08 06:46:21.867307116,2022-11
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,12.624,2,0.2,-2.5248,2023-04-17 20:20:23.416391472,2023-04
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Accessories,89.584,2,0.2,4.4792,2023-07-14 00:34:35.052536776,2023-07
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,471.92,2,0.2,29.495,2023-09-24 14:38:52.272590816,2023-09
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,18.18,4,0.7,-13.938,2023-09-19 15:35:30.171119784,2023-09
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,31.744,2,0.2,8.3328,2023-06-01 13:35:45.301711200,2023-06
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Labels,5.904,2,0.2,1.9926,2023-11-19 10:01:45.914139896,2023-11
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,621.76,4,0.2,46.632,2022-08-15 01:48:30.477334132,2022-08
First Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,59.98,2,0.0,17.994,2022-08-24 15:09:59.819873912,2022-08
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,48.87,9,0.0,23.9463,2022-02-03 23:53:04.989492645,2022-02
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0.0,69.705,2023-05-11 18:36:38.258781144,2023-05
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416,2022-06-22 10:57:05.998198738,2022-06
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0.0,13.8828,2023-11-25 04:20:40.708495944,2023-11
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,24.1,5,0.0,11.086,2022-02-07 15:25:33.593515461,2022-02
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,8.78,1,0.0,2.2828,2022-09-17 13:26:14.662263584,2022-09
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.162,2022-08-10 09:45:20.264184928,2022-08
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,2022-06-14 01:36:24.208946262,2022-06
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,11.96,2,0.0,2.99,2023-01-06 05:26:23.308315820,2023-01
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,26.4,5,0.0,12.672,2022-07-26 16:05:19.903932752,2022-07
Second Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Appliances,1158.12,5,0.2,130.2885,2023-06-04 22:08:02.017412184,2023-06
First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584,2022-11-13 05:49:43.968778144,2022-11
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Appliances,44.43,3,0.0,18.6606,2022-02-16 21:46:51.047733413,2022-02
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Technology,Phones,226.2,5,0.0,58.812,2023-11-22 15:03:56.685679976,2023-11
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Furnishings,186.54,3,0.0,41.0388,2023-03-14 06:26:54.650255176,2023-03
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,265.86,7,0.0,79.758,2022-11-14 22:05:52.326628640,2022-11
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,27.9,5,0.0,6.975,2022-12-11 11:23:54.163914740,2022-12
Standard Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,31.08,4,0.0,8.3916,2022-08-07 01:13:03.548483940,2022-08
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144,2023-01-06 07:11:26.280396276,2023-01
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,175.872,4,0.2,63.7536,2022-08-28 13:42:40.312218552,2022-08
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,12.96,2,0.0,6.3504,2022-05-10 04:42:43.554488142,2022-05
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Appliances,208.44,3,0.0,62.532,2023-06-30 17:55:34.133893728,2023-06
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Supplies,25.76,2,0.0,0.7728,2023-05-26 21:01:53.479435608,2023-05
Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,2023-08-04 18:19:20.732512760,2023-08
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,289.24,7,0.0,26.0316,2023-10-11 18:05:30.711498048,2023-10
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,69.456,2,0.2,22.5732,2022-06-03 22:14:31.089762834,2022-06
Standard Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,2022-06-18 17:39:34.422095466,2022-06
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,205.164,2,0.1,13.6776,2022-01-07 18:49:36.403482437,2022-01
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,2022-05-01 10:36:46.904833384,2022-05
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796,2022-06-04 15:45:00.810567396,2022-06
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,-42.747,2023-08-31 11:07:28.513959768,2023-08
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Furnishings,25.984,1,0.2,-3.8976,2022-10-12 12:13:11.113779644,2022-10
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.96,5,0.2,5.837,2023-12-20 11:52:52.020414288,2023-12
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,5.04,2,0.0,0.1512,2023-04-15 01:48:30.477334136,2023-04
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0.0,56.2032,2022-07-16 10:58:23.812668868,2022-07
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978,2022-11-07 16:45:58.090663464,2022-11
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,146.76,3,0.0,38.1576,2022-12-17 09:12:54.902431700,2022-12
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0.0,14.1728,2023-05-05 13:47:25.631942360,2023-05
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.0,164.6316,2023-10-07 03:47:23.470429296,2023-10
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,14.94,3,0.0,7.0218,2023-05-23 17:44:45.679975984,2023-05
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0.0,12.1401,2022-01-26 23:17:38.060642449,2022-01
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432,2022-05-02 16:22:37.430201140,2022-05
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,6.8,1,0.2,0.51,2023-03-22 19:17:42.383668568,2023-03
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Furnishings,4.224,3,0.2,1.2672,2023-10-06 19:02:08.610027016,2023-10
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,143.64,9,0.2,10.773,2022-10-10 07:41:41.951365956,2022-10
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,31.104,6,0.2,10.8864,2023-05-15 08:24:03.890723504,2023-05
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,223.056,9,0.2,69.705,2022-12-04 14:49:14.788351844,2022-12
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634,2023-10-02 23:59:34.061843288,2023-10
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606,2023-06-21 23:49:37.484238968,2023-06
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012,2023-01-08 20:28:10.303212248,2023-01
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0.0,15.594,2022-01-20 06:13:04.629240468,2022-01
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792,2022-06-18 21:09:40.366256380,2022-06
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48,2023-04-07 15:13:27.325127592,2023-04
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938,2022-07-19 21:15:43.500450314,2022-07
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,245.646,3,0.1,8.1882,2022-07-12 19:25:55.208646052,2022-07
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,55.008,3,0.2,17.19,2023-08-15 02:56:22.767937552,2023-08
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,35.232,3,0.2,11.4504,2023-06-12 05:12:59.225457816,2023-06
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3,0.2,52.3392,2023-02-21 00:57:29.774842388,2023-02
Second Class,Consumer,United States,Lakeland,Florida,33801,South,Technology,Copiers,479.984,2,0.2,89.997,2023-11-02 08:20:10.447313120,2023-11
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,12.96,2,0.0,6.2208,2023-01-27 02:10:33.323326328,2023-01
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Art,17.94,3,0.0,6.4584,2022-03-11 19:32:24.280996698,2022-03
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,166.72,2,0.0,41.68,2023-07-03 03:42:12.212548784,2023-07
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,24.816,3,0.2,8.3754,2023-09-06 07:11:26.280396280,2023-09
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,124.36,2,0.0,27.3592,2022-11-22 06:55:52.506754728,2022-11
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.4,69.9965,2022-02-08 07:11:00.342239567,2022-02
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,198.744,4,0.3,-14.196,2023-12-23 11:39:53.875713000,2023-12
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,9.184,2,0.2,1.148,2023-03-03 23:34:55.586910840,2023-03
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,2022-08-04 17:11:28.441909336,2022-08
Standard Class,Home Office,United States,Concord,California,94521,West,Furniture,Tables,99.592,1,0.2,2.4898,2023-06-20 00:33:17.238066648,2023-06
Standard Class,Home Office,United States,Concord,California,94521,West,Technology,Accessories,399.96,4,0.0,139.986,2022-06-09 04:18:05.079555688,2022-06
First Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,15.552,3,0.2,5.4432,2023-09-30 12:27:53.011107776,2023-09
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Art,14.576,2,0.2,2.3686,2023-12-13 18:48:18.589012304,2023-12
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.12,2022-03-12 07:47:45.085559892,2022-03
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,23.32,2,0.0,6.0632,2022-03-22 16:24:47.120984689,2022-03
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Paper,30.98,1,0.0,13.941,2022-03-26 07:57:15.725007505,2022-03
Same Day,Consumer,United States,Anaheim,California,92804,West,Technology,Accessories,119.96,4,0.0,25.1916,2022-09-30 18:20:12.608826176,2022-09
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Chairs,363.92,5,0.2,-31.843,2023-08-11 20:09:09.024317024,2023-08
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,35.808,3,0.2,11.19,2023-08-16 20:57:34.097868504,2023-08
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,122.688,9,0.2,39.8736,2023-05-05 12:02:22.659861904,2023-05
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.517,2023-06-19 01:47:38.601020712,2023-06
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Storage,50.22,3,0.0,2.0088,2022-10-13 00:28:31.918342840,2022-10
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Appliances,83.42,2,0.0,24.1918,2023-08-25 01:03:06.970879616,2023-08
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,5.872,2,0.2,2.1286,2023-05-11 01:06:08.537976584,2023-05
Second Class,Corporate,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,12.144,3,0.2,4.0986,2023-05-18 13:26:14.662263584,2023-05
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Envelopes,27.792,3,0.2,10.422,2022-10-17 09:31:30.243170220,2022-10
Standard Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,6.208,2,0.2,0.6984,2022-12-20 08:59:56.757730412,2022-12
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Appliances,32.67,3,0.0,8.4942,2023-10-26 11:45:31.071750224,2023-10
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0.0,327.9458,2022-05-20 15:04:48.561993396,2022-05
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,38.88,6,0.0,18.6624,2023-05-25 08:15:51.065746024,2023-05
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,2023-06-17 14:46:39.159411584,2023-06
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,82.656,9,0.2,30.996,2022-08-22 17:38:42.545782048,2022-08
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Paper,5.98,1,0.0,2.691,2023-05-25 17:01:05.926148304,2023-05
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,2022-12-13 00:09:56.577604324,2022-12
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,4.448,2,0.2,0.3336,2022-01-26 14:32:23.200240168,2022-01
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,2022-02-05 02:08:49.570699489,2022-02
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,175.92,5,0.2,15.393,2022-04-27 20:49:21.272891024,2022-04
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.752,4,0.8,-8.316,2023-07-27 12:28:44.887421192,2023-07
Standard Class,Consumer,United States,Mcallen,Texas,78501,Central,Office Supplies,Supplies,13.344,2,0.2,1.0008,2022-06-25 22:59:28.658060642,2022-06
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,54.9,5,0.0,26.901,2022-12-03 00:18:09.402581808,2022-12
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,-17.5651,2023-01-18 16:49:51.534073852,2023-01
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,309.456,9,0.2,34.8138,2023-10-31 03:48:41.284899432,2023-10
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,19.456,4,0.2,3.4048,2023-01-05 11:55:53.587511256,2023-01
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,-149.6307,2022-11-09 14:17:15.364755328,2022-11
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.804,2022-09-20 18:28:25.433803664,2022-09
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628,2023-09-14 00:46:41.320924648,2023-09
Second Class,Corporate,United States,Concord,California,94521,West,Office Supplies,Art,3.52,2,0.0,1.6896,2022-03-15 11:04:52.885019514,2022-03
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644,2022-01-04 08:32:16.715700990,2022-01
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,8.595,5,0.7,-6.303,2022-07-06 05:51:27.721404984,2022-07
First Class,Corporate,United States,Chester,Pennsylvania,19013,East,Office Supplies,Supplies,190.896,2,0.2,-42.9516,2022-01-01 07:00:11.888321825,2022-01
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,99.87,3,0.0,23.9688,2022-11-08 08:31:24.839387572,2022-11
Second Class,Consumer,United States,Sparks,Nevada,89431,West,Office Supplies,Art,79.36,4,0.0,23.808,2022-04-17 22:42:37.069948964,2022-04
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,119.96,1,0.2,7.4975,2022-01-08 07:04:57.208045631,2022-01
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,106.32,3,0.0,49.9704,2022-04-17 01:42:01.404983488,2022-04
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,163.44,3,0.0,45.7632,2022-01-13 00:53:10.393275292,2022-01
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,42.76,2,0.0,11.1176,2022-09-01 05:15:08.916241368,2022-09
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,51.55,5,0.0,24.2285,2023-09-11 15:00:03.242269584,2023-09
Second Class,Consumer,United States,Decatur,Illinois,62521,Central,Technology,Accessories,479.952,6,0.2,89.991,2023-02-04 13:16:18.084659260,2023-02
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,146.688,6,0.2,55.008,2023-01-20 10:51:02.864004804,2023-01
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,276.784,2,0.2,89.9548,2022-10-07 04:24:34.151906336,2022-10
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,25.32,5,0.2,9.1785,2023-03-16 09:13:20.840588408,2023-03
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0.0,149.9112,2023-02-10 00:35:00.990693484,2023-02
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,212.64,6,0.0,99.9408,2023-01-03 05:39:21.453017112,2023-01
Standard Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,23.472,3,0.2,8.802,2023-07-08 06:15:40.258180728,2023-07
Second Class,Corporate,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,2023-05-14 18:23:40.114079856,2023-05
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.57,3,0.7,-5.037,2022-11-12 07:04:05.331732212,2022-11
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Storage,421.1,2,0.0,105.275,2022-03-23 04:40:07.925547883,2022-03
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352,2022-03-21 22:54:17.400180126,2022-03
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Furnishings,38.784,3,0.2,7.272,2023-11-19 20:32:03.746622632,2023-11
Second Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,122.328,9,0.2,1.5291,2022-06-06 13:16:18.084659262,2022-06
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,25.98,2,0.0,0.7794,2023-03-07 16:52:27.163014112,2023-03
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,3.28,2,0.0,1.476,2023-07-06 10:29:25.956169320,2023-07
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,459.88,4,0.0,13.7964,2022-06-04 13:59:57.838486940,2022-06
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,7.76,2,0.0,2.2504,2022-09-18 08:41:47.355148604,2022-09
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,71.96,2,0.0,17.99,2022-06-23 04:27:35.719003302,2022-06
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5,0.0,15.372,2022-07-24 11:33:50.741519064,2022-07
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,9.28,2,0.2,3.248,2023-07-26 04:57:51.389972984,2023-07
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172,2022-05-01 00:06:29.072350646,2022-05
First Class,Corporate,United States,Henderson,Nevada,89015,West,Office Supplies,Binders,5.728,2,0.2,2.0048,2023-07-03 15:57:33.017111976,2023-07
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,61.96,2,0.0,27.882,2022-06-03 01:13:55.424797358,2022-06
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,1.344,1,0.2,0.4704,2023-03-02 19:34:08.033623536,2023-03
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.94,3,0.0,8.7906,2023-03-25 10:19:29.378564992,2023-03
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,2023-04-09 19:44:56.487541280,2023-04
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,67.194,1,0.7,-51.5154,2023-08-03 03:48:15.346742720,2023-08
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,41.86,7,0.0,18.837,2023-10-15 07:52:56.343440408,2023-10
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Bookcases,141.96,2,0.0,41.1684,2023-09-23 12:23:07.691383968,2023-09
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,10.02,3,0.0,4.4088,2023-10-26 15:15:37.015911136,2023-10
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,144.12,3,0.0,69.1776,2022-02-28 08:39:37.664365055,2022-02
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,17.94,3,0.0,8.7906,2023-06-29 01:39:25.776043232,2023-06
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,13.89,3,0.0,4.5837,2022-04-02 04:31:55.100570399,2022-04
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,16.45,5,0.0,7.567,2022-03-06 04:43:35.430801561,2022-03
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,19.92,4,0.0,6.5736,2022-08-27 07:56:49.786850796,2022-08
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Accessories,35.168,4,0.2,8.3524,2022-06-22 00:26:48.165716000,2022-06
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,123.088,7,0.2,40.0036,2023-09-07 11:12:13.833683576,2023-09
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Tables,257.94,3,0.0,67.0644,2023-10-25 02:29:34.602221552,2023-10
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,1879.96,4,0.0,545.1884,2023-01-20 07:20:56.919843892,2023-01
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,27.46,2,0.0,9.8856,2022-01-07 22:19:42.347643350,2022-01
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,89.98,2,0.0,43.1904,2022-03-06 15:13:53.263284299,2022-03
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,828.6,3,0.0,240.294,2023-07-19 11:53:17.958571000,2023-07
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,-5.784,2023-08-27 12:34:48.021615128,2023-08
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,17.44,2,0.2,1.308,2022-05-14 12:00:38.907235064,2022-05
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,62.88,4,0.7,-50.304,2023-10-02 18:44:25.145601920,2023-10
Standard Class,Consumer,United States,Miami,Florida,33180,South,Furniture,Bookcases,290.352,3,0.2,-36.294,2022-01-15 14:09:54.416091263,2022-01
Same Day,Consumer,United States,Saint Charles,Missouri,63301,Central,Technology,Accessories,113.52,4,0.0,46.5432,2023-11-21 23:18:29.936955872,2023-11
